"value","category"
21.5128205128205,"Tabular"
27,"Onestep"
22.5116279069767,"Vector"
28.3,"Tabular"
15.3571428571429,"Onestep"
20.9444444444444,"Vector"
20.1538461538462,"Tabular"
25.1860465116279,"Onestep"
22.5714285714286,"Vector"
24.3793103448276,"Tabular"
21.5625,"Onestep"
23.0714285714286,"Vector"
23.962962962963,"Tabular"
24.4444444444444,"Onestep"
20.0416666666667,"Vector"
21,"Tabular"
21.9428571428571,"Onestep"
23.55,"Vector"
18.9090909090909,"Tabular"
24.4166666666667,"Onestep"
22.0833333333333,"Vector"
21.9545454545455,"Tabular"
21.7727272727273,"Onestep"
26.047619047619,"Vector"
23.2692307692308,"Tabular"
26.3529411764706,"Onestep"
20.5142857142857,"Vector"
23.9705882352941,"Tabular"
21.5641025641026,"Onestep"
25.3846153846154,"Vector"
25.3333333333333,"Tabular"
24.7826086956522,"Onestep"
19.7692307692308,"Vector"
23.75,"Tabular"
19.2,"Onestep"
25.275,"Vector"
21.4736842105263,"Tabular"
21.4516129032258,"Onestep"
24.7307692307692,"Vector"
25.2380952380952,"Tabular"
21.9375,"Onestep"
22.3181818181818,"Vector"
23.3783783783784,"Tabular"
21.375,"Onestep"
21.1578947368421,"Vector"
23.9166666666667,"Tabular"
21.8387096774194,"Onestep"
21.4375,"Vector"
25.2857142857143,"Tabular"
19.2702702702703,"Onestep"
27.72,"Vector"
23.1333333333333,"Tabular"
23,"Onestep"
21.2,"Vector"
22.1612903225806,"Tabular"
21.2307692307692,"Onestep"
25.3809523809524,"Vector"
16.5,"Tabular"
25.622641509434,"Onestep"
23.04,"Vector"
23.0588235294118,"Tabular"
22.5652173913043,"Onestep"
22.2692307692308,"Vector"
22.7692307692308,"Tabular"
20.9545454545455,"Onestep"
26.8823529411765,"Vector"
22.804347826087,"Tabular"
20,"Onestep"
21.6129032258065,"Vector"
27.5,"Tabular"
20.695652173913,"Onestep"
19.2068965517241,"Vector"
23.9024390243902,"Tabular"
22.0909090909091,"Onestep"
17.3529411764706,"Vector"
19.7333333333333,"Tabular"
24.8125,"Onestep"
22.4838709677419,"Vector"
29.34375,"Tabular"
21.28125,"Onestep"
21.1666666666667,"Vector"
23.7142857142857,"Tabular"
22.8571428571429,"Onestep"
20.3125,"Vector"
24.7727272727273,"Tabular"
23.1851851851852,"Onestep"
20.8928571428571,"Vector"
24.5277777777778,"Tabular"
23.5428571428571,"Onestep"
27.0769230769231,"Vector"
22.52,"Tabular"
23.8181818181818,"Onestep"
20.5945945945946,"Vector"
19.4,"Tabular"
21.0869565217391,"Onestep"
23.7317073170732,"Vector"
23.2,"Tabular"
22.14,"Onestep"
23,"Vector"
20.4848484848485,"Tabular"
19.5806451612903,"Onestep"
23.44,"Vector"
17.5,"Tabular"
22.7647058823529,"Onestep"
27.5,"Vector"
23.7333333333333,"Tabular"
22.4444444444444,"Onestep"
26.1666666666667,"Vector"
24.4615384615385,"Tabular"
22.3636363636364,"Onestep"
20.8421052631579,"Vector"
25.55,"Tabular"
24.3333333333333,"Onestep"
22.4210526315789,"Vector"
24,"Tabular"
23.5405405405405,"Onestep"
22.5185185185185,"Vector"
22,"Tabular"
23.8421052631579,"Onestep"
24.1842105263158,"Vector"
21.2,"Tabular"
17.6666666666667,"Onestep"
23.4705882352941,"Vector"
26.35,"Tabular"
22.1739130434783,"Onestep"
22.609756097561,"Vector"
25.8421052631579,"Tabular"
26.1481481481481,"Onestep"
22.6666666666667,"Vector"
22.9285714285714,"Tabular"
23.047619047619,"Onestep"
23.1538461538462,"Vector"
24.6,"Tabular"
25.3,"Onestep"
16.4761904761905,"Vector"
24.7,"Tabular"
19.3529411764706,"Onestep"
19.5882352941176,"Vector"
16.7857142857143,"Tabular"
20.4,"Onestep"
25.04,"Vector"
23.90625,"Tabular"
22.5135135135135,"Onestep"
23.9791666666667,"Vector"
21.7368421052632,"Tabular"
23.9189189189189,"Onestep"
23.0833333333333,"Vector"
23.5,"Tabular"
20.6,"Onestep"
25.7045454545455,"Vector"
24.1904761904762,"Tabular"
23.8695652173913,"Onestep"
19.44,"Vector"
19.6578947368421,"Tabular"
29.25,"Onestep"
22.7272727272727,"Vector"
20.9545454545455,"Tabular"
23.5,"Onestep"
26.0588235294118,"Vector"
21.65625,"Tabular"
21.1304347826087,"Onestep"
26.9230769230769,"Vector"
23.75,"Tabular"
22.1153846153846,"Onestep"
17.6470588235294,"Vector"
22.2121212121212,"Tabular"
22.0434782608696,"Onestep"
25.4285714285714,"Vector"
28,"Tabular"
25.0697674418605,"Onestep"
22.1724137931034,"Vector"
18.5,"Tabular"
23,"Onestep"
25.3513513513514,"Vector"
25.2244897959184,"Tabular"
20.6153846153846,"Onestep"
24.1724137931034,"Vector"
24.8275862068966,"Tabular"
22.0227272727273,"Onestep"
22.3571428571429,"Vector"
24.4074074074074,"Tabular"
22.8181818181818,"Onestep"
26.9677419354839,"Vector"
17,"Tabular"
23.551724137931,"Onestep"
23.225,"Vector"
23.2222222222222,"Tabular"
22.5833333333333,"Onestep"
27.1818181818182,"Vector"
23.8333333333333,"Tabular"
22.2682926829268,"Onestep"
17.2333333333333,"Vector"
26.5666666666667,"Tabular"
21.1428571428571,"Onestep"
26.1818181818182,"Vector"
22.8529411764706,"Tabular"
23.7727272727273,"Onestep"
26,"Vector"
26.3265306122449,"Tabular"
23.32,"Onestep"
17.8235294117647,"Vector"
24.5384615384615,"Tabular"
21.7142857142857,"Onestep"
22.4,"Vector"
24.7906976744186,"Tabular"
23.2903225806452,"Onestep"
22.5277777777778,"Vector"
22.0208333333333,"Tabular"
30.4090909090909,"Onestep"
25.1428571428571,"Vector"
30.2105263157895,"Tabular"
24.6363636363636,"Onestep"
20.4,"Vector"
21.8421052631579,"Tabular"
21.7272727272727,"Onestep"
25.7391304347826,"Vector"
23.4285714285714,"Tabular"
25.1363636363636,"Onestep"
24.8780487804878,"Vector"
18.3333333333333,"Tabular"
20.9333333333333,"Onestep"
23.8235294117647,"Vector"
23.8888888888889,"Tabular"
27.1666666666667,"Onestep"
19.3529411764706,"Vector"
25.6,"Tabular"
25.8636363636364,"Onestep"
24.2941176470588,"Vector"
27.5789473684211,"Tabular"
21,"Onestep"
22.7142857142857,"Vector"
26.6206896551724,"Tabular"
26.8571428571429,"Onestep"
21.1333333333333,"Vector"
24.16,"Tabular"
22.5217391304348,"Onestep"
20.1818181818182,"Vector"
23.8857142857143,"Tabular"
23.4117647058824,"Onestep"
24.12,"Vector"
20.6279069767442,"Tabular"
22.8139534883721,"Onestep"
23.6190476190476,"Vector"
26.3846153846154,"Tabular"
21.5,"Onestep"
23.5,"Vector"
22.3111111111111,"Tabular"
21.1923076923077,"Onestep"
23.8,"Vector"
26.8,"Tabular"
22.4,"Onestep"
18.9090909090909,"Vector"
23.4137931034483,"Tabular"
22.4615384615385,"Onestep"
20.969696969697,"Vector"
21.1666666666667,"Tabular"
20.1071428571429,"Onestep"
25.9047619047619,"Vector"
22.1904761904762,"Tabular"
26.1538461538462,"Onestep"
21.8857142857143,"Vector"
26.7916666666667,"Tabular"
21,"Onestep"
25,"Vector"
24.7826086956522,"Tabular"
20.8484848484848,"Onestep"
19.3333333333333,"Vector"
22,"Tabular"
24.1111111111111,"Onestep"
25.825,"Vector"
25.175,"Tabular"
21.0714285714286,"Onestep"
24.2692307692308,"Vector"
18.0769230769231,"Tabular"
17.4,"Onestep"
22.4230769230769,"Vector"
22.2941176470588,"Tabular"
25.8,"Onestep"
20,"Vector"
25,"Tabular"
20.5714285714286,"Onestep"
16,"Vector"
22.1875,"Tabular"
20.8888888888889,"Onestep"
23.3636363636364,"Vector"
23.9230769230769,"Tabular"
22.56,"Onestep"
27.3055555555556,"Vector"
22.7647058823529,"Tabular"
30.7083333333333,"Onestep"
22.6818181818182,"Vector"
25.5,"Tabular"
25.1621621621622,"Onestep"
20.2954545454545,"Vector"
24.4090909090909,"Tabular"
21.2444444444444,"Onestep"
22.9444444444444,"Vector"
25.85,"Tabular"
24.9090909090909,"Onestep"
24.2285714285714,"Vector"
19.6451612903226,"Tabular"
19.4285714285714,"Onestep"
18.9411764705882,"Vector"
20.9333333333333,"Tabular"
25.5161290322581,"Onestep"
21.2142857142857,"Vector"
24.5238095238095,"Tabular"
18.6,"Onestep"
30.1,"Vector"
26.1,"Tabular"
29.625,"Onestep"
20.125,"Vector"
22.9,"Tabular"
23.3,"Onestep"
22.5555555555556,"Vector"
23.2272727272727,"Tabular"
20.7777777777778,"Onestep"
21.5806451612903,"Vector"
16.875,"Tabular"
23.448275862069,"Onestep"
24.8888888888889,"Vector"
26.5238095238095,"Tabular"
19.4666666666667,"Onestep"
21.4827586206897,"Vector"
24.5652173913043,"Tabular"
20.7435897435897,"Onestep"
20.9,"Vector"
21,"Tabular"
19.4285714285714,"Onestep"
22.2558139534884,"Vector"
20.5625,"Tabular"
23,"Onestep"
22.7037037037037,"Vector"
24.2142857142857,"Tabular"
20.5294117647059,"Onestep"
17.3461538461538,"Vector"
23.85,"Tabular"
22.4642857142857,"Onestep"
21.5,"Vector"
19.9761904761905,"Tabular"
22.3684210526316,"Onestep"
24.90625,"Vector"
21.5862068965517,"Tabular"
18.5652173913043,"Onestep"
23.5,"Vector"
23.8333333333333,"Tabular"
25.3333333333333,"Onestep"
21.7333333333333,"Vector"
20.0588235294118,"Tabular"
20.8,"Onestep"
22.3157894736842,"Vector"
19.7619047619048,"Tabular"
20.4651162790698,"Onestep"
22.75,"Vector"
22.2692307692308,"Tabular"
18.32,"Onestep"
18.3913043478261,"Vector"
20.9333333333333,"Tabular"
25.3684210526316,"Onestep"
18.8333333333333,"Vector"
22.4444444444444,"Tabular"
21.8125,"Onestep"
24.1071428571429,"Vector"
23.4761904761905,"Tabular"
23.1470588235294,"Onestep"
26,"Vector"
26.0666666666667,"Tabular"
19.2083333333333,"Onestep"
21.2666666666667,"Vector"
23,"Tabular"
24.0689655172414,"Onestep"
25.2727272727273,"Vector"
20.5714285714286,"Tabular"
24.9642857142857,"Onestep"
21.9705882352941,"Vector"
22.3333333333333,"Tabular"
24.7906976744186,"Onestep"
23.9310344827586,"Vector"
26.7666666666667,"Tabular"
19.9375,"Onestep"
28.5714285714286,"Vector"
22.2631578947368,"Tabular"
19.08,"Onestep"
23.1470588235294,"Vector"
18.7435897435897,"Tabular"
26.1666666666667,"Onestep"
23.6086956521739,"Vector"
20.625,"Tabular"
20.6923076923077,"Onestep"
23.9545454545455,"Vector"
21.5833333333333,"Tabular"
20.2333333333333,"Onestep"
25,"Vector"
27.2666666666667,"Tabular"
19.5483870967742,"Onestep"
20.6666666666667,"Vector"
18.875,"Tabular"
28.45,"Onestep"
26.3157894736842,"Vector"
24.3076923076923,"Tabular"
19.2777777777778,"Onestep"
20.7333333333333,"Vector"
15.25,"Tabular"
22.0714285714286,"Onestep"
24.1052631578947,"Vector"
27.2916666666667,"Tabular"
23.7407407407407,"Onestep"
22.1363636363636,"Vector"
21.68,"Tabular"
23.0789473684211,"Onestep"
24.28,"Vector"
21.4,"Tabular"
25.5161290322581,"Onestep"
20.7741935483871,"Vector"
24.625,"Tabular"
22.2666666666667,"Onestep"
21.75,"Vector"
26.0857142857143,"Tabular"
27.5555555555556,"Onestep"
25.25,"Vector"
20.8125,"Tabular"
24.4545454545455,"Onestep"
22.1538461538462,"Vector"
20,"Tabular"
24.68,"Onestep"
20.90625,"Vector"
26.2413793103448,"Tabular"
23.28,"Onestep"
22.7222222222222,"Vector"
22.1090909090909,"Tabular"
18.0625,"Onestep"
25.8809523809524,"Vector"
20.2666666666667,"Tabular"
25.1142857142857,"Onestep"
18.8181818181818,"Vector"
23.4375,"Tabular"
22.2222222222222,"Onestep"
21.3243243243243,"Vector"
15,"Tabular"
21,"Onestep"
21.8076923076923,"Vector"
19.8333333333333,"Tabular"
19.5833333333333,"Onestep"
23.9375,"Vector"
21.2142857142857,"Tabular"
25.1428571428571,"Onestep"
24.7727272727273,"Vector"
19.9444444444444,"Tabular"
24.3488372093023,"Onestep"
25.1875,"Vector"
23.6470588235294,"Tabular"
21.4,"Onestep"
20.21875,"Vector"
26.2727272727273,"Tabular"
22.3030303030303,"Onestep"
28.3125,"Vector"
20.4444444444444,"Tabular"
24.3684210526316,"Onestep"
19.6363636363636,"Vector"
21.7,"Tabular"
22.75,"Onestep"
27.5,"Vector"
22.9565217391304,"Tabular"
20.3235294117647,"Onestep"
21.7894736842105,"Vector"
22.3636363636364,"Tabular"
23.3333333333333,"Onestep"
22.952380952381,"Vector"
22.027027027027,"Tabular"
21.6,"Onestep"
23.5526315789474,"Vector"
24,"Tabular"
19.4705882352941,"Onestep"
21.9375,"Vector"
18.8181818181818,"Tabular"
22.7391304347826,"Onestep"
20.1481481481481,"Vector"
21.7714285714286,"Tabular"
20.8409090909091,"Onestep"
19.2608695652174,"Vector"
25.0857142857143,"Tabular"
22.8048780487805,"Onestep"
22.9772727272727,"Vector"
23.3333333333333,"Tabular"
25.7,"Onestep"
23.6071428571429,"Vector"
23.0555555555556,"Tabular"
24.8888888888889,"Onestep"
21.0882352941176,"Vector"
18.375,"Tabular"
26.6923076923077,"Onestep"
21.5833333333333,"Vector"
20.5384615384615,"Tabular"
23.0952380952381,"Onestep"
18.3333333333333,"Vector"
18.9310344827586,"Tabular"
22.6129032258065,"Onestep"
19.425,"Vector"
24.8148148148148,"Tabular"
24.6774193548387,"Onestep"
22.5925925925926,"Vector"
24.2333333333333,"Tabular"
17.9,"Onestep"
24.9545454545455,"Vector"
27.5652173913043,"Tabular"
22.7567567567568,"Onestep"
24.85,"Vector"
24.6666666666667,"Tabular"
21.25,"Onestep"
25.75,"Vector"
24.3214285714286,"Tabular"
22.7666666666667,"Onestep"
26.075,"Vector"
22.3823529411765,"Tabular"
20.7222222222222,"Onestep"
26.8148148148148,"Vector"
23.5,"Tabular"
24.4358974358974,"Onestep"
23.7692307692308,"Vector"
22.2222222222222,"Tabular"
25.2,"Onestep"
24,"Vector"
26.6470588235294,"Tabular"
22,"Onestep"
27.1034482758621,"Vector"
21.7096774193548,"Tabular"
20.5681818181818,"Onestep"
15.9375,"Vector"
23.15625,"Tabular"
18.2727272727273,"Onestep"
25.12,"Vector"
24.2413793103448,"Tabular"
20.8787878787879,"Onestep"
20.3,"Vector"
20.6842105263158,"Tabular"
22.5641025641026,"Onestep"
16.375,"Vector"
25.4444444444444,"Tabular"
21.8484848484848,"Onestep"
28.5769230769231,"Vector"
22.551724137931,"Tabular"
23.65,"Onestep"
25.0952380952381,"Vector"
20.4782608695652,"Tabular"
24.0357142857143,"Onestep"
25.9111111111111,"Vector"
16.8125,"Tabular"
23.5769230769231,"Onestep"
21.25,"Vector"
18.3333333333333,"Tabular"
25.9333333333333,"Onestep"
20.4285714285714,"Vector"
24.5365853658537,"Tabular"
23.5,"Onestep"
22,"Vector"
25.7142857142857,"Tabular"
23.9444444444444,"Onestep"
23.5,"Vector"
23.952380952381,"Tabular"
17.0666666666667,"Onestep"
23.4,"Vector"
19.6086956521739,"Tabular"
20.5862068965517,"Onestep"
20.7619047619048,"Vector"
22.1111111111111,"Tabular"
22.5384615384615,"Onestep"
21.8181818181818,"Vector"
23.5,"Tabular"
20.5714285714286,"Onestep"
24.25,"Vector"
22.7931034482759,"Tabular"
26.6428571428571,"Onestep"
19.8235294117647,"Vector"
24.42,"Tabular"
23.6428571428571,"Onestep"
21.04,"Vector"
24,"Tabular"
29.7692307692308,"Onestep"
21.6363636363636,"Vector"
21.1142857142857,"Tabular"
19.695652173913,"Onestep"
28.6818181818182,"Vector"
20,"Tabular"
24.6666666666667,"Onestep"
19.375,"Vector"
25.2820512820513,"Tabular"
25.1,"Onestep"
22.2941176470588,"Vector"
18.2,"Tabular"
24.0425531914894,"Onestep"
27.1153846153846,"Vector"
25.8823529411765,"Tabular"
25,"Onestep"
20.4444444444444,"Vector"
29.36,"Tabular"
30.2941176470588,"Onestep"
22.52,"Vector"
26.0769230769231,"Tabular"
20.5714285714286,"Onestep"
22.5909090909091,"Vector"
26,"Tabular"
17.2,"Onestep"
27.32,"Vector"
24.3333333333333,"Tabular"
20.1111111111111,"Onestep"
25.65,"Vector"
27.25,"Tabular"
20.25,"Onestep"
21.3846153846154,"Vector"
18.8888888888889,"Tabular"
24.1538461538462,"Onestep"
23.6363636363636,"Vector"
23.8965517241379,"Tabular"
21.12,"Onestep"
19.6153846153846,"Vector"
20.5555555555556,"Tabular"
24.375,"Onestep"
26.4666666666667,"Vector"
22.8421052631579,"Tabular"
20.4666666666667,"Onestep"
22.1777777777778,"Vector"
20.1290322580645,"Tabular"
22,"Onestep"
27,"Vector"
24.3529411764706,"Tabular"
28,"Onestep"
20.6363636363636,"Vector"
20.4761904761905,"Tabular"
23.9714285714286,"Onestep"
22.3939393939394,"Vector"
19.05,"Tabular"
24.2173913043478,"Onestep"
28.3333333333333,"Vector"
26.3513513513514,"Tabular"
26.2083333333333,"Onestep"
22.775,"Vector"
24.5833333333333,"Tabular"
18.8,"Onestep"
24.0833333333333,"Vector"
20.7058823529412,"Tabular"
19.95,"Onestep"
19.0714285714286,"Vector"
27.52,"Tabular"
27.6666666666667,"Onestep"
25.5625,"Vector"
17.3214285714286,"Tabular"
18.8823529411765,"Onestep"
17.6,"Vector"
27.2173913043478,"Tabular"
20.4,"Onestep"
20.6470588235294,"Vector"
25.08,"Tabular"
23.2941176470588,"Onestep"
24.7142857142857,"Vector"
18.2916666666667,"Tabular"
24.6666666666667,"Onestep"
21,"Vector"
21.7,"Tabular"
18.3461538461538,"Onestep"
20.2857142857143,"Vector"
20.6363636363636,"Tabular"
24.2916666666667,"Onestep"
26.258064516129,"Vector"
28.1333333333333,"Tabular"
25.4736842105263,"Onestep"
26.4166666666667,"Vector"
22.2857142857143,"Tabular"
30.5625,"Onestep"
21.5172413793103,"Vector"
19.8235294117647,"Tabular"
20.8064516129032,"Onestep"
29.59375,"Vector"
20.4761904761905,"Tabular"
22.5882352941176,"Onestep"
24.3142857142857,"Vector"
25.4166666666667,"Tabular"
27,"Onestep"
18.7647058823529,"Vector"
19.7027027027027,"Tabular"
22.5641025641026,"Onestep"
24.53125,"Vector"
21.7027027027027,"Tabular"
22.265306122449,"Onestep"
18.0666666666667,"Vector"
24.2666666666667,"Tabular"
24.5833333333333,"Onestep"
27.5714285714286,"Vector"
17.2941176470588,"Tabular"
23.5227272727273,"Onestep"
21.6,"Vector"
21.8965517241379,"Tabular"
20.4814814814815,"Onestep"
21.9333333333333,"Vector"
26,"Tabular"
18.5909090909091,"Onestep"
25.7692307692308,"Vector"
19.1290322580645,"Tabular"
21.2962962962963,"Onestep"
22,"Vector"
20.4705882352941,"Tabular"
25.24,"Onestep"
17.3571428571429,"Vector"
19.125,"Tabular"
23.9642857142857,"Onestep"
20.5263157894737,"Vector"
23.8157894736842,"Tabular"
24.7826086956522,"Onestep"
23.3488372093023,"Vector"
25.5,"Tabular"
26.3478260869565,"Onestep"
23,"Vector"
26.7407407407407,"Tabular"
25.9354838709677,"Onestep"
22.7058823529412,"Vector"
24.3103448275862,"Tabular"
20.125,"Onestep"
20.8947368421053,"Vector"
29.6842105263158,"Tabular"
20.8181818181818,"Onestep"
27.1428571428571,"Vector"
21.3928571428571,"Tabular"
23.9375,"Onestep"
22.40625,"Vector"
25.1538461538462,"Tabular"
19.4516129032258,"Onestep"
24.1,"Vector"
17.6470588235294,"Tabular"
21.8461538461538,"Onestep"
19.3414634146341,"Vector"
23.5,"Tabular"
24.5714285714286,"Onestep"
24.6111111111111,"Vector"
19.4705882352941,"Tabular"
16.5,"Onestep"
20.4583333333333,"Vector"
22.7333333333333,"Tabular"
28.55,"Onestep"
25.1481481481481,"Vector"
23.34375,"Tabular"
29.7272727272727,"Onestep"
25.9047619047619,"Vector"
27.6153846153846,"Tabular"
23.3863636363636,"Onestep"
22.1538461538462,"Vector"
21.1538461538462,"Tabular"
22.3548387096774,"Onestep"
24.3846153846154,"Vector"
25.2765957446809,"Tabular"
20.3333333333333,"Onestep"
22.4736842105263,"Vector"
25.2,"Tabular"
21.8823529411765,"Onestep"
27.7647058823529,"Vector"
23.3846153846154,"Tabular"
23.2222222222222,"Onestep"
27.1111111111111,"Vector"
16.75,"Tabular"
27.9285714285714,"Onestep"
21.7428571428571,"Vector"
24.6666666666667,"Tabular"
21.225,"Onestep"
23.952380952381,"Vector"
26.375,"Tabular"
22.3684210526316,"Onestep"
20.4375,"Vector"
22.2592592592593,"Tabular"
24.7586206896552,"Onestep"
18.24,"Vector"
22.8823529411765,"Tabular"
24.0714285714286,"Onestep"
22.3703703703704,"Vector"
22.3243243243243,"Tabular"
20.0769230769231,"Onestep"
22.85,"Vector"
25.7058823529412,"Tabular"
21.9310344827586,"Onestep"
24.2105263157895,"Vector"
22.3103448275862,"Tabular"
22.4545454545455,"Onestep"
22.1,"Vector"
20.1081081081081,"Tabular"
18,"Onestep"
22.25,"Vector"
22.75,"Tabular"
21.4285714285714,"Onestep"
23.7916666666667,"Vector"
19.3125,"Tabular"
19.9,"Onestep"
26.9310344827586,"Vector"
19.2222222222222,"Tabular"
24.5161290322581,"Onestep"
21.0689655172414,"Vector"
23.1818181818182,"Tabular"
23.3157894736842,"Onestep"
22,"Vector"
19.2142857142857,"Tabular"
26.9615384615385,"Onestep"
27.7619047619048,"Vector"
19.5925925925926,"Tabular"
24.3888888888889,"Onestep"
16.8,"Vector"
19.9473684210526,"Tabular"
23.1935483870968,"Onestep"
27.2222222222222,"Vector"
23.4705882352941,"Tabular"
22.1612903225806,"Onestep"
22.2571428571429,"Vector"
22.2222222222222,"Tabular"
21.825,"Onestep"
25.4285714285714,"Vector"
23.7777777777778,"Tabular"
25.28,"Onestep"
27.5714285714286,"Vector"
21.936170212766,"Tabular"
28,"Onestep"
19.2777777777778,"Vector"
19.2,"Tabular"
20.4583333333333,"Onestep"
26.9411764705882,"Vector"
21.5882352941176,"Tabular"
21.8888888888889,"Onestep"
21.3478260869565,"Vector"
21.5,"Tabular"
21.5555555555556,"Onestep"
21.7058823529412,"Vector"
26.4705882352941,"Tabular"
20.6666666666667,"Onestep"
28.9166666666667,"Vector"
22.125,"Tabular"
23.6744186046512,"Onestep"
18.3846153846154,"Vector"
19.2,"Tabular"
30.1666666666667,"Onestep"
23.969696969697,"Vector"
23.0333333333333,"Tabular"
25.36,"Onestep"
21.5384615384615,"Vector"
23.4615384615385,"Tabular"
23.8048780487805,"Onestep"
21.5357142857143,"Vector"
20.8125,"Tabular"
25.1111111111111,"Onestep"
23.1333333333333,"Vector"
19.0344827586207,"Tabular"
15.8888888888889,"Onestep"
24,"Vector"
20.2,"Tabular"
24.9333333333333,"Onestep"
18.3157894736842,"Vector"
25.0810810810811,"Tabular"
17.2380952380952,"Onestep"
20.8125,"Vector"
24,"Tabular"
19.24,"Onestep"
17.3684210526316,"Vector"
20.8484848484848,"Tabular"
18.1111111111111,"Onestep"
23.3125,"Vector"
27.1944444444444,"Tabular"
23.7142857142857,"Onestep"
23.0869565217391,"Vector"
22.972972972973,"Tabular"
26.1212121212121,"Onestep"
26.1363636363636,"Vector"
20.7692307692308,"Tabular"
25.8787878787879,"Onestep"
23.3076923076923,"Vector"
24.1290322580645,"Tabular"
20.7428571428571,"Onestep"
27.8857142857143,"Vector"
23.1379310344828,"Tabular"
24.2666666666667,"Onestep"
18.6923076923077,"Vector"
21.027027027027,"Tabular"
19.6,"Onestep"
26.0967741935484,"Vector"
25.0740740740741,"Tabular"
18.5833333333333,"Onestep"
24.6363636363636,"Vector"
21.7567567567568,"Tabular"
20.88,"Onestep"
26.1,"Vector"
22.5,"Tabular"
19.6923076923077,"Onestep"
22.1538461538462,"Vector"
22.7142857142857,"Tabular"
22.5769230769231,"Onestep"
22.75,"Vector"
25.1379310344828,"Tabular"
24.6129032258065,"Onestep"
20.8,"Vector"
30.3333333333333,"Tabular"
30.2857142857143,"Onestep"
23.8125,"Vector"
20.8888888888889,"Tabular"
27.6382978723404,"Onestep"
21.4285714285714,"Vector"
21.53125,"Tabular"
29.12,"Onestep"
24.6,"Vector"
25.0833333333333,"Tabular"
22.5625,"Onestep"
28.9583333333333,"Vector"
19.8148148148148,"Tabular"
21.1951219512195,"Onestep"
22.125,"Vector"
18.7777777777778,"Tabular"
25.2,"Onestep"
21.3235294117647,"Vector"
25.5769230769231,"Tabular"
25.32,"Onestep"
25,"Vector"
21.8181818181818,"Tabular"
20.1333333333333,"Onestep"
22.1136363636364,"Vector"
21.6944444444444,"Tabular"
18.2903225806452,"Onestep"
24.8666666666667,"Vector"
20.75,"Tabular"
26.8541666666667,"Onestep"
20.8421052631579,"Vector"
22.8064516129032,"Tabular"
16.4761904761905,"Onestep"
28.3142857142857,"Vector"
26,"Tabular"
20.8,"Onestep"
26.2222222222222,"Vector"
24.5333333333333,"Tabular"
22.4545454545455,"Onestep"
25.8809523809524,"Vector"
21.1,"Tabular"
23.4347826086957,"Onestep"
24.6,"Vector"
23.04,"Tabular"
23.6086956521739,"Onestep"
24.52,"Vector"
23.1111111111111,"Tabular"
19.2857142857143,"Onestep"
23.225,"Vector"
24.6511627906977,"Tabular"
27.7037037037037,"Onestep"
24.3333333333333,"Vector"
27.0384615384615,"Tabular"
24.5714285714286,"Onestep"
21.55,"Vector"
23.5,"Tabular"
22.1428571428571,"Onestep"
24.1777777777778,"Vector"
20.6296296296296,"Tabular"
21.906976744186,"Onestep"
23.4285714285714,"Vector"
16,"Tabular"
23,"Onestep"
21.8611111111111,"Vector"
25.9393939393939,"Tabular"
23.3157894736842,"Onestep"
19.2222222222222,"Vector"
24.2307692307692,"Tabular"
23.8148148148148,"Onestep"
19.4444444444444,"Vector"
21.2857142857143,"Tabular"
26.8297872340426,"Onestep"
24.6785714285714,"Vector"
17.0434782608696,"Tabular"
26.1739130434783,"Onestep"
22.4736842105263,"Vector"
26.03125,"Tabular"
22.4,"Onestep"
22.3714285714286,"Vector"
18.2380952380952,"Tabular"
25.2083333333333,"Onestep"
17.9024390243902,"Vector"
21.5454545454545,"Tabular"
27.8571428571429,"Onestep"
27.375,"Vector"
24.0833333333333,"Tabular"
22.6875,"Onestep"
21.0526315789474,"Vector"
19.2142857142857,"Tabular"
22.8181818181818,"Onestep"
22.6086956521739,"Vector"
23.3333333333333,"Tabular"
23.0416666666667,"Onestep"
18.5666666666667,"Vector"
17.45,"Tabular"
18.5714285714286,"Onestep"
21.125,"Vector"
22.2564102564103,"Tabular"
18.2,"Onestep"
25.46875,"Vector"
25.1153846153846,"Tabular"
19.1290322580645,"Onestep"
17.2941176470588,"Vector"
15.2142857142857,"Tabular"
23.8,"Onestep"
23.7297297297297,"Vector"
24.0714285714286,"Tabular"
15.8181818181818,"Onestep"
23.0526315789474,"Vector"
22.8666666666667,"Tabular"
24.1578947368421,"Onestep"
21.95,"Vector"
21.304347826087,"Tabular"
20.027027027027,"Onestep"
19.875,"Vector"
20.88,"Tabular"
25.4516129032258,"Onestep"
24.7222222222222,"Vector"
17.76,"Tabular"
25.6666666666667,"Onestep"
22.6666666666667,"Vector"
23.1111111111111,"Tabular"
24.3823529411765,"Onestep"
19.28125,"Vector"
18,"Tabular"
23.6857142857143,"Onestep"
23.95,"Vector"
24.45,"Tabular"
28.1666666666667,"Onestep"
26.7916666666667,"Vector"
20.4666666666667,"Tabular"
28.6190476190476,"Onestep"
19.125,"Vector"
24.45,"Tabular"
24.6896551724138,"Onestep"
24.08,"Vector"
20.7,"Tabular"
22.8275862068966,"Onestep"
22.0666666666667,"Vector"
23.2,"Tabular"
26.6666666666667,"Onestep"
25.1428571428571,"Vector"
18.8333333333333,"Tabular"
22.6785714285714,"Onestep"
21.3125,"Vector"
21.5111111111111,"Tabular"
21.3,"Onestep"
30.8809523809524,"Vector"
22.2,"Tabular"
