"value","category"
12.6470588235294,"Tabular"
12.9047619047619,"Onestep"
16.6888888888889,"Vector"
15.3846153846154,"Tabular"
15.0714285714286,"Onestep"
18.8333333333333,"Vector"
16.0689655172414,"Tabular"
14.7241379310345,"Onestep"
14.1904761904762,"Vector"
13.6,"Tabular"
15.9230769230769,"Onestep"
15.3103448275862,"Vector"
16.6785714285714,"Tabular"
16.4583333333333,"Onestep"
14.1818181818182,"Vector"
14.1538461538462,"Tabular"
16.4897959183673,"Onestep"
13.5625,"Vector"
13.9411764705882,"Tabular"
15.4166666666667,"Onestep"
16.5,"Vector"
12.8888888888889,"Tabular"
15.0277777777778,"Onestep"
16.475,"Vector"
13.4705882352941,"Tabular"
15.8421052631579,"Onestep"
17.7272727272727,"Vector"
15.1785714285714,"Tabular"
12.3333333333333,"Onestep"
16.34375,"Vector"
18.1190476190476,"Tabular"
14.24,"Onestep"
16.5833333333333,"Vector"
15.0645161290323,"Tabular"
17.1111111111111,"Onestep"
17.025641025641,"Vector"
15,"Tabular"
14.9090909090909,"Onestep"
16.3333333333333,"Vector"
13.5,"Tabular"
11.8823529411765,"Onestep"
15.96,"Vector"
15.969696969697,"Tabular"
13.047619047619,"Onestep"
16.2439024390244,"Vector"
14.1538461538462,"Tabular"
14.6296296296296,"Onestep"
16.1142857142857,"Vector"
16.6976744186047,"Tabular"
15.9642857142857,"Onestep"
14.9756097560976,"Vector"
15,"Tabular"
17,"Onestep"
15.2307692307692,"Vector"
13.9166666666667,"Tabular"
11.9,"Onestep"
14.3793103448276,"Vector"
18.5510204081633,"Tabular"
16.5652173913043,"Onestep"
14.5,"Vector"
14.0666666666667,"Tabular"
11.2857142857143,"Onestep"
15,"Vector"
17.2162162162162,"Tabular"
14.5357142857143,"Onestep"
10.2857142857143,"Vector"
14.4814814814815,"Tabular"
16.2121212121212,"Onestep"
14.695652173913,"Vector"
13.875,"Tabular"
15.3846153846154,"Onestep"
19.05,"Vector"
13.2333333333333,"Tabular"
15.0625,"Onestep"
12.2222222222222,"Vector"
14.4347826086957,"Tabular"
17.1538461538462,"Onestep"
14.0434782608696,"Vector"
15.88,"Tabular"
16.6428571428571,"Onestep"
13.9545454545455,"Vector"
12.7142857142857,"Tabular"
13.1666666666667,"Onestep"
15.7222222222222,"Vector"
13.6666666666667,"Tabular"
16.6,"Onestep"
12.625,"Vector"
16.3333333333333,"Tabular"
14.2857142857143,"Onestep"
13.8823529411765,"Vector"
13.8461538461538,"Tabular"
14.6538461538462,"Onestep"
14.5,"Vector"
14.75,"Tabular"
14.5172413793103,"Onestep"
16.0555555555556,"Vector"
14,"Tabular"
17.7894736842105,"Onestep"
15.0625,"Vector"
12.8888888888889,"Tabular"
17.0740740740741,"Onestep"
17.1315789473684,"Vector"
16.375,"Tabular"
13.75,"Onestep"
15.9772727272727,"Vector"
13.40625,"Tabular"
16.1081081081081,"Onestep"
14.2857142857143,"Vector"
13.8571428571429,"Tabular"
14.6363636363636,"Onestep"
15.4642857142857,"Vector"
13,"Tabular"
17.2222222222222,"Onestep"
13.5,"Vector"
13.95,"Tabular"
12.8260869565217,"Onestep"
14.9230769230769,"Vector"
13.75,"Tabular"
14.6363636363636,"Onestep"
13.2285714285714,"Vector"
15.047619047619,"Tabular"
12.9047619047619,"Onestep"
16.6666666666667,"Vector"
15.71875,"Tabular"
12.9,"Onestep"
15,"Vector"
15.3061224489796,"Tabular"
12.875,"Onestep"
13.3636363636364,"Vector"
10.3076923076923,"Tabular"
16.375,"Onestep"
13.6486486486486,"Vector"
13,"Tabular"
13.16,"Onestep"
13.9722222222222,"Vector"
17.0666666666667,"Tabular"
12.875,"Onestep"
14.8571428571429,"Vector"
14,"Tabular"
14.1176470588235,"Onestep"
13.6923076923077,"Vector"
14.1875,"Tabular"
16.64,"Onestep"
14.2307692307692,"Vector"
14.6818181818182,"Tabular"
12.047619047619,"Onestep"
13.7058823529412,"Vector"
13.7727272727273,"Tabular"
16.84375,"Onestep"
14.1162790697674,"Vector"
14.3666666666667,"Tabular"
13.6818181818182,"Onestep"
14.0322580645161,"Vector"
15.8461538461538,"Tabular"
13.5263157894737,"Onestep"
16.3428571428571,"Vector"
16.75,"Tabular"
18.7,"Onestep"
13.8181818181818,"Vector"
16.6206896551724,"Tabular"
15.6,"Onestep"
14.037037037037,"Vector"
15,"Tabular"
13.8695652173913,"Onestep"
12.4615384615385,"Vector"
14.25,"Tabular"
15.1923076923077,"Onestep"
14.3333333333333,"Vector"
13.3846153846154,"Tabular"
13.5833333333333,"Onestep"
13.2,"Vector"
11,"Tabular"
13.9354838709677,"Onestep"
13.45,"Vector"
15.1714285714286,"Tabular"
11.5,"Onestep"
14.04,"Vector"
11.8333333333333,"Tabular"
14.8125,"Onestep"
14.1666666666667,"Vector"
14.6153846153846,"Tabular"
11.4666666666667,"Onestep"
15.3809523809524,"Vector"
14.2142857142857,"Tabular"
14.7931034482759,"Onestep"
15.0333333333333,"Vector"
18.0606060606061,"Tabular"
12.1428571428571,"Onestep"
15.7096774193548,"Vector"
15.52,"Tabular"
14.6818181818182,"Onestep"
15.75,"Vector"
13.7727272727273,"Tabular"
14.7407407407407,"Onestep"
14.952380952381,"Vector"
16.2142857142857,"Tabular"
13.2307692307692,"Onestep"
14.5714285714286,"Vector"
12.6969696969697,"Tabular"
12.1875,"Onestep"
11.6842105263158,"Vector"
14.6071428571429,"Tabular"
16.7272727272727,"Onestep"
11.7647058823529,"Vector"
15.1428571428571,"Tabular"
14.75,"Onestep"
16.78125,"Vector"
14.9285714285714,"Tabular"
17.1666666666667,"Onestep"
13.36,"Vector"
13.4444444444444,"Tabular"
11.4545454545455,"Onestep"
14.46875,"Vector"
16.8947368421053,"Tabular"
15.96875,"Onestep"
14,"Vector"
14.6666666666667,"Tabular"
14.125,"Onestep"
14.9,"Vector"
13.5,"Tabular"
14.1904761904762,"Onestep"
10.8888888888889,"Vector"
11.75,"Tabular"
14.0869565217391,"Onestep"
16,"Vector"
17.6666666666667,"Tabular"
15.7948717948718,"Onestep"
15.04,"Vector"
13.4375,"Tabular"
16.0434782608696,"Onestep"
14.6875,"Vector"
18,"Tabular"
17.3571428571429,"Onestep"
14.3846153846154,"Vector"
14.0833333333333,"Tabular"
15.9375,"Onestep"
15.6,"Vector"
16.04,"Tabular"
12,"Onestep"
16.9090909090909,"Vector"
13.7777777777778,"Tabular"
15.8421052631579,"Onestep"
16.7333333333333,"Vector"
13.95,"Tabular"
15.45,"Onestep"
17.5789473684211,"Vector"
13.4,"Tabular"
15.3055555555556,"Onestep"
13.8571428571429,"Vector"
13.2413793103448,"Tabular"
15.4,"Onestep"
13.9545454545455,"Vector"
13.6785714285714,"Tabular"
14.2307692307692,"Onestep"
13.1052631578947,"Vector"
12.6,"Tabular"
15.6,"Onestep"
12.7575757575758,"Vector"
16.1842105263158,"Tabular"
17.2962962962963,"Onestep"
14.975,"Vector"
16.7647058823529,"Tabular"
13.9705882352941,"Onestep"
14.3478260869565,"Vector"
14.4583333333333,"Tabular"
15.8235294117647,"Onestep"
11.0909090909091,"Vector"
16,"Tabular"
15.7083333333333,"Onestep"
12.9714285714286,"Vector"
16.2619047619048,"Tabular"
11.6923076923077,"Onestep"
14.3636363636364,"Vector"
16.7631578947368,"Tabular"
14.6153846153846,"Onestep"
16.1481481481481,"Vector"
14.4545454545455,"Tabular"
15.2,"Onestep"
16,"Vector"
14.375,"Tabular"
14.3461538461538,"Onestep"
16.8620689655172,"Vector"
16.3636363636364,"Tabular"
13.6153846153846,"Onestep"
15.6875,"Vector"
11.6,"Tabular"
12.5652173913043,"Onestep"
14,"Vector"
14.2083333333333,"Tabular"
17.7222222222222,"Onestep"
16.2380952380952,"Vector"
16.7727272727273,"Tabular"
14.4444444444444,"Onestep"
13.5714285714286,"Vector"
16.6818181818182,"Tabular"
14.0689655172414,"Onestep"
13.9230769230769,"Vector"
17.3571428571429,"Tabular"
13.7083333333333,"Onestep"
18.7916666666667,"Vector"
18.0625,"Tabular"
15.44,"Onestep"
13.8181818181818,"Vector"
11.8,"Tabular"
15.7826086956522,"Onestep"
14,"Vector"
13.6315789473684,"Tabular"
14.2352941176471,"Onestep"
15.1282051282051,"Vector"
15.3913043478261,"Tabular"
11.8571428571429,"Onestep"
10.2727272727273,"Vector"
15,"Tabular"
13.8,"Onestep"
18.45,"Vector"
14.125,"Tabular"
11.4705882352941,"Onestep"
13.9130434782609,"Vector"
15.0285714285714,"Tabular"
12.2413793103448,"Onestep"
15.0344827586207,"Vector"
14.1666666666667,"Tabular"
16.1764705882353,"Onestep"
12.5714285714286,"Vector"
13.92,"Tabular"
13.72,"Onestep"
14.5,"Vector"
16.1111111111111,"Tabular"
15.3939393939394,"Onestep"
16.12,"Vector"
13.5769230769231,"Tabular"
17.6538461538462,"Onestep"
13.6285714285714,"Vector"
13.4285714285714,"Tabular"
16.5833333333333,"Onestep"
15.4,"Vector"
14.7692307692308,"Tabular"
13.7857142857143,"Onestep"
15.7083333333333,"Vector"
15.2903225806452,"Tabular"
13,"Onestep"
16.1063829787234,"Vector"
14.2352941176471,"Tabular"
14.8461538461538,"Onestep"
15.0434782608696,"Vector"
14.95,"Tabular"
12.4375,"Onestep"
14.5909090909091,"Vector"
17.448275862069,"Tabular"
13.6923076923077,"Onestep"
15.0882352941176,"Vector"
13.56,"Tabular"
13.7333333333333,"Onestep"
16.48,"Vector"
15.0869565217391,"Tabular"
12.5333333333333,"Onestep"
13.7142857142857,"Vector"
16.2,"Tabular"
13.7083333333333,"Onestep"
15.1666666666667,"Vector"
13.7368421052632,"Tabular"
14.1818181818182,"Onestep"
12.3181818181818,"Vector"
15.8787878787879,"Tabular"
13.4242424242424,"Onestep"
14.7241379310345,"Vector"
12.25,"Tabular"
13.6470588235294,"Onestep"
13.6,"Vector"
15.3125,"Tabular"
16.6,"Onestep"
12,"Vector"
12.5333333333333,"Tabular"
12.5652173913043,"Onestep"
15.5,"Vector"
16.0333333333333,"Tabular"
17.1333333333333,"Onestep"
14.2380952380952,"Vector"
12.4285714285714,"Tabular"
15.8292682926829,"Onestep"
14.6153846153846,"Vector"
11.5,"Tabular"
13.3142857142857,"Onestep"
14.3157894736842,"Vector"
16.1333333333333,"Tabular"
16.8888888888889,"Onestep"
16.7619047619048,"Vector"
12.8666666666667,"Tabular"
17.4,"Onestep"
14.3846153846154,"Vector"
14.75,"Tabular"
12.7826086956522,"Onestep"
13.92,"Vector"
15.75,"Tabular"
15.8571428571429,"Onestep"
15.7,"Vector"
18.0789473684211,"Tabular"
18.063829787234,"Onestep"
13.64,"Vector"
11.5238095238095,"Tabular"
15.2758620689655,"Onestep"
17.1071428571429,"Vector"
14.5185185185185,"Tabular"
15.0769230769231,"Onestep"
15.7,"Vector"
13.25,"Tabular"
15.2,"Onestep"
16.4,"Vector"
14.65,"Tabular"
12.8108108108108,"Onestep"
14.2,"Vector"
17.304347826087,"Tabular"
14.2631578947368,"Onestep"
16.5142857142857,"Vector"
15.36,"Tabular"
17.1428571428571,"Onestep"
15.2,"Vector"
16.4583333333333,"Tabular"
15.0333333333333,"Onestep"
11.9285714285714,"Vector"
12.3,"Tabular"
12.6153846153846,"Onestep"
12.0384615384615,"Vector"
13.32,"Tabular"
16.0625,"Onestep"
15.2380952380952,"Vector"
15.5,"Tabular"
13.7777777777778,"Onestep"
18.3529411764706,"Vector"
13.72,"Tabular"
15.0833333333333,"Onestep"
17.25,"Vector"
15.6923076923077,"Tabular"
16.5641025641026,"Onestep"
16.5625,"Vector"
15.44,"Tabular"
14.4117647058824,"Onestep"
17.3636363636364,"Vector"
14.34375,"Tabular"
14.3939393939394,"Onestep"
12.8928571428571,"Vector"
14.7142857142857,"Tabular"
15.030303030303,"Onestep"
12.1875,"Vector"
14.6666666666667,"Tabular"
12.64,"Onestep"
15.4318181818182,"Vector"
16.304347826087,"Tabular"
16.5675675675676,"Onestep"
14.4358974358974,"Vector"
10.85,"Tabular"
16.75,"Onestep"
14.5,"Vector"
14.2173913043478,"Tabular"
16.8571428571429,"Onestep"
13.1666666666667,"Vector"
14.7391304347826,"Tabular"
14.6666666666667,"Onestep"
14.2,"Vector"
14.9545454545455,"Tabular"
14.84375,"Onestep"
12.3809523809524,"Vector"
17.5714285714286,"Tabular"
11.8333333333333,"Onestep"
13.9090909090909,"Vector"
14.7222222222222,"Tabular"
16.03125,"Onestep"
15.15,"Vector"
14.2444444444444,"Tabular"
13.8846153846154,"Onestep"
15.5217391304348,"Vector"
15.5,"Tabular"
15.1481481481481,"Onestep"
13.3529411764706,"Vector"
14.0384615384615,"Tabular"
14.5897435897436,"Onestep"
16.125,"Vector"
17.0384615384615,"Tabular"
13.4,"Onestep"
14.3157894736842,"Vector"
16.2173913043478,"Tabular"
17.2068965517241,"Onestep"
12.9,"Vector"
15.2222222222222,"Tabular"
14.5333333333333,"Onestep"
16.5405405405405,"Vector"
14.125,"Tabular"
14.0588235294118,"Onestep"
13.7647058823529,"Vector"
14.2162162162162,"Tabular"
16.2222222222222,"Onestep"
18.0526315789474,"Vector"
13.4864864864865,"Tabular"
17.0740740740741,"Onestep"
14.4761904761905,"Vector"
12.0555555555556,"Tabular"
13.2857142857143,"Onestep"
11.6666666666667,"Vector"
14,"Tabular"
14.9411764705882,"Onestep"
13,"Vector"
16.0666666666667,"Tabular"
15.8095238095238,"Onestep"
14.1612903225806,"Vector"
17.0666666666667,"Tabular"
11.1785714285714,"Onestep"
15.2608695652174,"Vector"
13.7037037037037,"Tabular"
13.0689655172414,"Onestep"
15.16,"Vector"
14.8846153846154,"Tabular"
18.1923076923077,"Onestep"
16.9444444444444,"Vector"
14.3,"Tabular"
13.7727272727273,"Onestep"
14.8571428571429,"Vector"
13.8064516129032,"Tabular"
14.0810810810811,"Onestep"
13.3157894736842,"Vector"
14.0882352941176,"Tabular"
18,"Onestep"
16.3636363636364,"Vector"
11,"Tabular"
14.5714285714286,"Onestep"
12.4,"Vector"
18.5952380952381,"Tabular"
15.4864864864865,"Onestep"
14.6285714285714,"Vector"
13.5714285714286,"Tabular"
14.8,"Onestep"
14.8888888888889,"Vector"
15.5405405405405,"Tabular"
18.5833333333333,"Onestep"
14.9473684210526,"Vector"
13.84375,"Tabular"
12.6363636363636,"Onestep"
14.2692307692308,"Vector"
15.3478260869565,"Tabular"
14.8421052631579,"Onestep"
17.6111111111111,"Vector"
12.3939393939394,"Tabular"
13.6285714285714,"Onestep"
12.4444444444444,"Vector"
14.4666666666667,"Tabular"
16.6666666666667,"Onestep"
16.1785714285714,"Vector"
13.8571428571429,"Tabular"
13.875,"Onestep"
17.0333333333333,"Vector"
16.1875,"Tabular"
14.1,"Onestep"
17.1818181818182,"Vector"
14.1851851851852,"Tabular"
13.3809523809524,"Onestep"
12.5,"Vector"
14.48,"Tabular"
14.15,"Onestep"
13.8787878787879,"Vector"
14.7586206896552,"Tabular"
18.5272727272727,"Onestep"
13.4736842105263,"Vector"
16.4090909090909,"Tabular"
14.3333333333333,"Onestep"
17.1428571428571,"Vector"
11.6,"Tabular"
14.0277777777778,"Onestep"
14.5,"Vector"
14.0333333333333,"Tabular"
14.4615384615385,"Onestep"
13.3111111111111,"Vector"
10.3333333333333,"Tabular"
14.6538461538462,"Onestep"
14.2820512820513,"Vector"
14.8863636363636,"Tabular"
15.25,"Onestep"
14.7407407407407,"Vector"
17.3928571428571,"Tabular"
18.3103448275862,"Onestep"
13.9565217391304,"Vector"
15.1818181818182,"Tabular"
14.7407407407407,"Onestep"
15.6785714285714,"Vector"
10.9090909090909,"Tabular"
12.0714285714286,"Onestep"
16.3333333333333,"Vector"
14.4,"Tabular"
14.4545454545455,"Onestep"
14.625,"Vector"
13.6538461538462,"Tabular"
15.05,"Onestep"
14.3142857142857,"Vector"
17.0666666666667,"Tabular"
16.2857142857143,"Onestep"
16.2941176470588,"Vector"
16.2692307692308,"Tabular"
16.0333333333333,"Onestep"
13.75,"Vector"
11.9230769230769,"Tabular"
17.4651162790698,"Onestep"
13.7647058823529,"Vector"
13.2962962962963,"Tabular"
14.3214285714286,"Onestep"
14.8333333333333,"Vector"
15.1176470588235,"Tabular"
15.35,"Onestep"
16.9459459459459,"Vector"
13.53125,"Tabular"
14.1875,"Onestep"
14.1724137931034,"Vector"
13.5217391304348,"Tabular"
16.2380952380952,"Onestep"
10.875,"Vector"
13.2222222222222,"Tabular"
17.1923076923077,"Onestep"
13.1515151515152,"Vector"
13.7352941176471,"Tabular"
13.5,"Onestep"
15.975,"Vector"
16.4090909090909,"Tabular"
14.8333333333333,"Onestep"
17.1063829787234,"Vector"
12.952380952381,"Tabular"
13.4166666666667,"Onestep"
14.5161290322581,"Vector"
15.3870967741935,"Tabular"
13.4545454545455,"Onestep"
13.0645161290323,"Vector"
12.6969696969697,"Tabular"
14.5,"Onestep"
13.4736842105263,"Vector"
15.8823529411765,"Tabular"
15.35,"Onestep"
13.08,"Vector"
11.9,"Tabular"
12.05,"Onestep"
13.45,"Vector"
15.6216216216216,"Tabular"
13.8888888888889,"Onestep"
14.8571428571429,"Vector"
15.8235294117647,"Tabular"
15.85,"Onestep"
11.35,"Vector"
13.8571428571429,"Tabular"
17.375,"Onestep"
15.0952380952381,"Vector"
16.8510638297872,"Tabular"
15.3333333333333,"Onestep"
16.0909090909091,"Vector"
16.2592592592593,"Tabular"
13.5333333333333,"Onestep"
13.2758620689655,"Vector"
13.4347826086957,"Tabular"
13.1785714285714,"Onestep"
14.4242424242424,"Vector"
12.5185185185185,"Tabular"
15.075,"Onestep"
14.3888888888889,"Vector"
15.5,"Tabular"
15.0555555555556,"Onestep"
16.8947368421053,"Vector"
13.125,"Tabular"
16,"Onestep"
14.2424242424242,"Vector"
13.1481481481481,"Tabular"
16.906976744186,"Onestep"
14.2857142857143,"Vector"
13.3157894736842,"Tabular"
16,"Onestep"
13.9047619047619,"Vector"
17,"Tabular"
14,"Onestep"
13.6923076923077,"Vector"
13.4583333333333,"Tabular"
15.1304347826087,"Onestep"
15.0322580645161,"Vector"
14.5757575757576,"Tabular"
15.0384615384615,"Onestep"
15.8076923076923,"Vector"
14.775,"Tabular"
14.2608695652174,"Onestep"
15.32,"Vector"
17.3658536585366,"Tabular"
14.5925925925926,"Onestep"
15.0833333333333,"Vector"
14.0526315789474,"Tabular"
13.1052631578947,"Onestep"
11.3125,"Vector"
15.3181818181818,"Tabular"
12.7647058823529,"Onestep"
17.40625,"Vector"
13.6086956521739,"Tabular"
16.6842105263158,"Onestep"
13.8235294117647,"Vector"
15.125,"Tabular"
13.1851851851852,"Onestep"
16,"Vector"
16.1304347826087,"Tabular"
15.0357142857143,"Onestep"
15.28125,"Vector"
11.2692307692308,"Tabular"
10.5294117647059,"Onestep"
15.6578947368421,"Vector"
17.3030303030303,"Tabular"
13.85,"Onestep"
14.906976744186,"Vector"
16.9375,"Tabular"
15,"Onestep"
17.6071428571429,"Vector"
15.3214285714286,"Tabular"
14.6190476190476,"Onestep"
15.3947368421053,"Vector"
16,"Tabular"
12.3529411764706,"Onestep"
15.5714285714286,"Vector"
14.8571428571429,"Tabular"
12.4285714285714,"Onestep"
13.2083333333333,"Vector"
16.3214285714286,"Tabular"
14.1923076923077,"Onestep"
13.1923076923077,"Vector"
15.1739130434783,"Tabular"
16.5714285714286,"Onestep"
16.88,"Vector"
16.05,"Tabular"
14.8157894736842,"Onestep"
16.7,"Vector"
14.2608695652174,"Tabular"
15.3793103448276,"Onestep"
14.3333333333333,"Vector"
13.8125,"Tabular"
16.2307692307692,"Onestep"
14.0769230769231,"Vector"
12.125,"Tabular"
13,"Onestep"
14.8,"Vector"
16.1481481481481,"Tabular"
12.9285714285714,"Onestep"
11.1904761904762,"Vector"
16.5714285714286,"Tabular"
15.9615384615385,"Onestep"
14.2222222222222,"Vector"
13.7826086956522,"Tabular"
12.7142857142857,"Onestep"
13.952380952381,"Vector"
14.0833333333333,"Tabular"
16.4736842105263,"Onestep"
13.8888888888889,"Vector"
15.4516129032258,"Tabular"
13.8461538461538,"Onestep"
15.8695652173913,"Vector"
15.1666666666667,"Tabular"
15.65,"Onestep"
14.24,"Vector"
13.4210526315789,"Tabular"
13.2758620689655,"Onestep"
16.1111111111111,"Vector"
15.5294117647059,"Tabular"
12.5625,"Onestep"
16.5217391304348,"Vector"
14.4615384615385,"Tabular"
17.6511627906977,"Onestep"
12.2857142857143,"Vector"
12.3636363636364,"Tabular"
12.4444444444444,"Onestep"
15.6470588235294,"Vector"
12.9333333333333,"Tabular"
14.0384615384615,"Onestep"
13.4444444444444,"Vector"
12.0526315789474,"Tabular"
14.2857142857143,"Onestep"
14.96875,"Vector"
12,"Tabular"
14.3103448275862,"Onestep"
14.2916666666667,"Vector"
15.25,"Tabular"
13.0357142857143,"Onestep"
14.3125,"Vector"
14.1481481481481,"Tabular"
15.2413793103448,"Onestep"
12.6315789473684,"Vector"
12.7727272727273,"Tabular"
15.9444444444444,"Onestep"
11.0714285714286,"Vector"
16.1875,"Tabular"
14.2692307692308,"Onestep"
13.5454545454545,"Vector"
15.4444444444444,"Tabular"
13,"Onestep"
12.9583333333333,"Vector"
17.3448275862069,"Tabular"
12.9142857142857,"Onestep"
16.8181818181818,"Vector"
13.3913043478261,"Tabular"
12.7297297297297,"Onestep"
14.9,"Vector"
13.9230769230769,"Tabular"
13.3157894736842,"Onestep"
15.6842105263158,"Vector"
15.85,"Tabular"
18.2727272727273,"Onestep"
13.5161290322581,"Vector"
13.64,"Tabular"
16.45,"Onestep"
17.6666666666667,"Vector"
15,"Tabular"
14.8285714285714,"Onestep"
12.7142857142857,"Vector"
13.3076923076923,"Tabular"
15.875,"Onestep"
14.0666666666667,"Vector"
12.6666666666667,"Tabular"
13.3571428571429,"Onestep"
13.4545454545455,"Vector"
12.5882352941176,"Tabular"
11,"Onestep"
16.5333333333333,"Vector"
13.3636363636364,"Tabular"
14.6,"Onestep"
14.7142857142857,"Vector"
13.6111111111111,"Tabular"
14.6521739130435,"Onestep"
12.8823529411765,"Vector"
13.2142857142857,"Tabular"
12.7619047619048,"Onestep"
17.3846153846154,"Vector"
15,"Tabular"
14.7647058823529,"Onestep"
14.1481481481481,"Vector"
16.75,"Tabular"
15.1785714285714,"Onestep"
16.84375,"Vector"
15.9230769230769,"Tabular"
14.64,"Onestep"
14.2857142857143,"Vector"
14.6428571428571,"Tabular"
14.65,"Onestep"
14.8181818181818,"Vector"
15.1875,"Tabular"
14.2758620689655,"Onestep"
12.6,"Vector"
14.3461538461538,"Tabular"
12.8333333333333,"Onestep"
14.8571428571429,"Vector"
11.4545454545455,"Tabular"
17.2857142857143,"Onestep"
14.5,"Vector"
14.3870967741935,"Tabular"
16,"Onestep"
16.1935483870968,"Vector"
13.75,"Tabular"
14.8333333333333,"Onestep"
17.2173913043478,"Vector"
14.3333333333333,"Tabular"
16.3783783783784,"Onestep"
13.4117647058824,"Vector"
13.7142857142857,"Tabular"
15.5357142857143,"Onestep"
15.4782608695652,"Vector"
15.3055555555556,"Tabular"
15.1515151515152,"Onestep"
18.7096774193548,"Vector"
14.1428571428571,"Tabular"
13.1851851851852,"Onestep"
14.2222222222222,"Vector"
13.2272727272727,"Tabular"
10.375,"Onestep"
13.4583333333333,"Vector"
16.0833333333333,"Tabular"
14.8823529411765,"Onestep"
15.1304347826087,"Vector"
15.9142857142857,"Tabular"
15.4210526315789,"Onestep"
14.5675675675676,"Vector"
13.1363636363636,"Tabular"
15.5238095238095,"Onestep"
12.4444444444444,"Vector"
14.9555555555556,"Tabular"
13.4242424242424,"Onestep"
15.1052631578947,"Vector"
14.4090909090909,"Tabular"
15.9,"Onestep"
13.52,"Vector"
14.59375,"Tabular"
14.1428571428571,"Onestep"
13.6875,"Vector"
15.3225806451613,"Tabular"
14.0555555555556,"Onestep"
15.7407407407407,"Vector"
15,"Tabular"
13.25,"Onestep"
16,"Vector"
12.5833333333333,"Tabular"
16.3333333333333,"Onestep"
14,"Vector"
13.8666666666667,"Tabular"
14.4782608695652,"Onestep"
14.6315789473684,"Vector"
15.4857142857143,"Tabular"
11.4666666666667,"Onestep"
13.4166666666667,"Vector"
14.5135135135135,"Tabular"
11.5238095238095,"Onestep"
17.1346153846154,"Vector"
16.695652173913,"Tabular"
12.8,"Onestep"
10.7272727272727,"Vector"
14,"Tabular"
14.3125,"Onestep"
16.1304347826087,"Vector"
14.12,"Tabular"
15,"Onestep"
12.9411764705882,"Vector"
13.5,"Tabular"
16.5238095238095,"Onestep"
14.4722222222222,"Vector"
13.3870967741935,"Tabular"
14.7058823529412,"Onestep"
14.72,"Vector"
14.7435897435897,"Tabular"
16.1621621621622,"Onestep"
15.44,"Vector"
16.1034482758621,"Tabular"
14.6315789473684,"Onestep"
14.8461538461538,"Vector"
14.9090909090909,"Tabular"
13.3333333333333,"Onestep"
11.5,"Vector"
15.7826086956522,"Tabular"
13.047619047619,"Onestep"
16.3,"Vector"
13.875,"Tabular"
15.7,"Onestep"
10.8333333333333,"Vector"
13,"Tabular"
16.0909090909091,"Onestep"
16.7692307692308,"Vector"
12.8,"Tabular"
15.4516129032258,"Onestep"
12.4705882352941,"Vector"
15.9,"Tabular"
16.1489361702128,"Onestep"
15.1935483870968,"Vector"
15.7,"Tabular"
10.3333333333333,"Onestep"
16.25,"Vector"
15.375,"Tabular"
16.6363636363636,"Onestep"
13.2692307692308,"Vector"
15.3,"Tabular"
15.2903225806452,"Onestep"
16.974358974359,"Vector"
13.6,"Tabular"
17.3636363636364,"Onestep"
14.7894736842105,"Vector"
15.375,"Tabular"
15.2647058823529,"Onestep"
17.0833333333333,"Vector"
12.3636363636364,"Tabular"
14.05,"Onestep"
18.2068965517241,"Vector"
14.52,"Tabular"
12.8235294117647,"Onestep"
17.2647058823529,"Vector"
14.7058823529412,"Tabular"
12.4,"Onestep"
15.4736842105263,"Vector"
16.8947368421053,"Tabular"
15.6111111111111,"Onestep"
14.8181818181818,"Vector"
16.8571428571429,"Tabular"
14.2142857142857,"Onestep"
15.6486486486486,"Vector"
14.5,"Tabular"
14.3333333333333,"Onestep"
10.8181818181818,"Vector"
13.1304347826087,"Tabular"
14.4814814814815,"Onestep"
14.625,"Vector"
16.3793103448276,"Tabular"
18.2666666666667,"Onestep"
15.6341463414634,"Vector"
13.0967741935484,"Tabular"
14.48,"Onestep"
13.3846153846154,"Vector"
15.5714285714286,"Tabular"
12.5454545454545,"Onestep"
16.2173913043478,"Vector"
13.5714285714286,"Tabular"
14.25,"Onestep"
16.36,"Vector"
15.1304347826087,"Tabular"
14.35,"Onestep"
14.5666666666667,"Vector"
13.5,"Tabular"
13.4285714285714,"Onestep"
15.8260869565217,"Vector"
12.0526315789474,"Tabular"
14.2352941176471,"Onestep"
13.4285714285714,"Vector"
13.6470588235294,"Tabular"
15.44,"Onestep"
14.1818181818182,"Vector"
12.1034482758621,"Tabular"
14.76,"Onestep"
17.1621621621622,"Vector"
13.3333333333333,"Tabular"
18.2352941176471,"Onestep"
15.5348837209302,"Vector"
15.1052631578947,"Tabular"
16.0344827586207,"Onestep"
13.36,"Vector"
16.0454545454545,"Tabular"
16.4,"Onestep"
16.2631578947368,"Vector"
14.4857142857143,"Tabular"
14.4761904761905,"Onestep"
14.8125,"Vector"
15.0909090909091,"Tabular"
14.0555555555556,"Onestep"
13.76,"Vector"
16.15,"Tabular"
13.3170731707317,"Onestep"
13.4642857142857,"Vector"
14.7222222222222,"Tabular"
15.4285714285714,"Onestep"
15,"Vector"
13.9545454545455,"Tabular"
13.7368421052632,"Onestep"
11.5454545454545,"Vector"
15.3157894736842,"Tabular"
18.8,"Onestep"
12.4210526315789,"Vector"
15.2894736842105,"Tabular"
17.4,"Onestep"
14.84,"Vector"
13.7142857142857,"Tabular"
15.8181818181818,"Onestep"
13.0333333333333,"Vector"
